sku,name,translated
49.082.HFB.180,Handle forged rounded black 180,Griff geschmiedet abgerundet schwarz 180
ONE.P-95X210,Doors 95-130x210 Raw ONE BOARD PREMIUM,Türen 95-130x210 Roh ONE BOARD PREMIUM
ONE.P-OL-95X210,Door 95-130x210 Natural oil ONE BOARD PREMIUM,Tür 95-130x210 Naturöl ONE BOARD PREMIUM
ONE.P-BR-95X210,Doors 95-130x210 Oil Brown ONE BOARD PREMIUM,Türen 95-130x210 Ölbraun ONE BOARD PREMIUM
49.082.HFB.200,Handle forged rounded black 200,Griff geschmiedet abgerundet schwarz 200
49.082.HFB.230,Handle forged rounded black 230,Griff geschmiedet abgerundet schwarz 230
ONE.P-95x210-PRGR,Doors Oak ONE BOARD PREMIUM,Türen Eiche ONE BOARD PREMIUM
49.082.HFB.350,Rounded forged handle CZARNY 350,Abgerundeter geschmiedeter Griff CZARNY 350
49.082.HFA.230,Forged rounded steel handle 230,"Geschmiedeter, abgerundeter Stahlgriff 230"
49.082.HFA.200,Forged rounded steel handle 200,"Geschmiedeter, abgerundeter Stahlgriff 200"
49.082.HFA.180,Light-steel rounded forged handle 180,"Abgerundeter, geschmiedeter Leichtmetallgriff 180"
49.082.HFA.125,Light-steel rounded forged handle 130,"Abgerundeter, geschmiedeter Leichtmetallgriff 130"
49.082.HFA.100,Rounded forged handle 100mm bright steel,Abgerundeter geschmiedeter Griff 100mm blanker Stahl
ONE-80X210,Doors 80-90x210 Raw ONE BOARD,Türen 80-90x210 Roh ONE BOARD
ONE-80X220,Doors 80-90x220 Raw ONE BOARD,Türen 80-90x220 Roh ONE BOARD
RR.IDY-ST-120,Furniture handle industry 170mm steel,Möbelgriff Industrie 170mm Stahl
ONE-90X210,Doors 90-100x210 Raw ONE BOARD,Türen 90-100x210 Roh ONE BOARD
ONE-90X220,Doors 90-100x220 Raw ONE BOARD,Türen 90-100x220 Roh ONE BOARD
ONE.B-100X210,Doors 100-110x210 Raw ONE BOARD,Türen 100-110x210 Roh ONE BOARD
ONE-100X220,Doors 100-110x220 Raw ONE BOARD,Türen 100-110x220 Roh ONE BOARD
ONE-110X210,Doors 110-120x210 Raw ONE BOARD,Türen 110-120x210 Roh ONE BOARD
ONE-110X220,Doors 110-120x220 Raw ONE BOARD,Türen 110-120x220 Roh ONE BOARD
ONE-OL-80X210,Doors 80-90x210 Natural oil ONE BOARD,Türen 80-90x210 Naturöl ONE BOARD
ONE-OL-80X220,Doors 80-90x220 Natural oil ONE BOARD,Türen 80-90x220 Naturöl ONE BOARD
ONE-OL-90X210,Doors 90-100x210 Natural oil ONE BOARD,Türen 90-100x210 Naturöl ONE BOARD
ONE-OL-90X220,Doors 90-100x220 Natural oil ONE BOARD,Türen 90-100x220 Naturöl ONE BOARD
ONE.B-OL-100X210,Doors 100-110x210 Natural oil ONE BOARD,Türen 100-110x210 Naturöl ONE BOARD
ONE-OL-100X220,Doors 100-110x220 Natural oil ONE BOARD,Türen 100-110x220 Naturöl ONE BOARD
ONE-OL-110X210,Doors 110-120x210 Natural oil ONE BOARD,Türen 110-120x210 Naturöl ONE BOARD
ONE-OL-110X220,Doors 110-120x220 Natural oil ONE BOARD,Türen 110-120x220 Naturöl ONE BOARD
RR.IDY-CZ-120,Furniture handle industry 170mm black,Möbelgriff Industrie 170mm schwarz
RR.IDY-ST-160,Industry 210mm steel furniture handle,Industrie 210mm Stahlmöbelgriff
RR.IDY-ST-200,Furniture handle industry 250mm steel,Möbelgriff Industrie 250mm Stahl
RR.IDY-CZ-200,Furniture handle industry 250mm black,Möbelgriff Industrie 250mm schwarz
70.082C.AI.125-ST,Furniture handle square 122mm steel,Möbelgriff quadratisch 122mm Stahl
70.082C.AI.125-CZ,Furniture handle square 122mm black,Möbelgriff quadratisch 122mm schwarz
SE RVE DP 1007,Furniture handle Kanciak 152mm STALOWY,Möbelgriff Kanciak 152mm STALOWY
ONE-BR-80X210,Doors 80-90x210 Oil Brown ONE BOARD,Türen 80-90x210 Ölbraun ONE BOARD
ONE-BR-80X220,Doors 80-90x220 Oil Brown ONE BOARD,Türen 80-90x220 Ölbraun ONE BOARD
ONE-BR-90X210,Doors 90-100x210 Oil Brown ONE BOARD,Türen 90-100x210 Ölbraun ONE BOARD
AG.6910,Furniture handle orlando 210mm,Möbelgriff orlando 210mm
15120Z03200.NA,Artemis shell holder 78x32mm,Artemis-Gehäusehalter 78x32mm
ONE-BR-90X220,Doors 90-100x220 Oil Brown ONE BOARD,Türen 90-100x220 Ölbraun ONE BOARD
15120Z06400.NA,Artemis shell holder 95x38mm,Artemis-Gehäusehalter 95x38mm
ONE-BR-100X220,Doors 100-110x220 Oil Brown ONE BOARD,Türen 100-110x220 Ölbraun ONE BOARD
ONE-BR-110X210,Doors 110-120x210 Oil Brown ONE BOARD,Türen 110-120x210 Ölbraun ONE BOARD
ONE-BR-110X220,Doors 110-120x220 Oil Brown ONE BOARD,Türen 110-120x220 Ölbraun ONE BOARD
15120Z0PRGR,Artemis shell handles,Artemis-Muschelgriffe
AG.69XZX,Furniture handles orlando,Möbelgriffe orlando
SE.DRZ.ONE.B.PRGR,Doors Oak ONE BOARD,Türen Eiche ONE BOARD
AG.6909,Furniture handle orlando 160mm,Möbelgriff orlando 160mm
70.082C.AI.125,"Furniture handles, square","Möbelgriffe, quadratisch"
RR.IDY,Furniture handles INDUSTRY,Möbelgriffe INDUSTRY
49.082.HFA,Rounded forged handles,Abgerundete geschmiedete Griffe
ZA.215XX,Sliding door handles RURKA,Schiebetürgriffe RURKA
49.083XUX,Sliding door handles solid 265mm,Schiebetürgriffe massiv 265mm
AG.6431-XX,Sliding door handles lugo-1,Schiebetürgriffe lugo-1
SE.BRHXX,Sliding door handles larvik,Schiebetürgriffe larvik
SE.DH031XX,Wooden sliding door handles TEEDIE,Schiebetürgriffe aus Holz TEEDIE
ONE.Z-100x210,Doors 100-110x210 Raw ONE BOARD Z ŻYWICĄ,Türen 100-110x210 Roh ONE BOARD Z ŻYWICĄ
ONE.Z-OL-100X210,Doors 100-110x210 Natural oil ONE BOARD Z ŻYWICĄ,Türen 100-110x210 Naturöl ONE BOARD Z ŻYWICĄ
ONE.Z-BR-100X210,Doors 100-110x210 Oil Brown ONE BOARD Z ŻYWICĄ,Türen 100-110x210 Ölbraun ONE BOARD Z ŻYWICĄ
TAB-100X210,Doors 100x210 Raw TABLICA,Türen 100x210 Roh TABLICA
TAB-100X210-OL,Doors 100x210 Natural oil TABLICA,Türen 100x210 Naturöl TABLICA
TAB-100X210-BR,Doors 100x210 Oil Brown TABLICA,Türen 100x210 Öl Braun TABLICA
SE.DRZ.TAB.PRGR,Doors Oak TABLICA,Türen Eiche TABLICA
MDK-100X210-CZ,Raw doors METALDESK,Rohe Türen METALDESK
MDK-OL-100X210-CZ,Natural oil doors METALDESK,Türen aus Naturöl METALDESK
MDK-BR-100X210-CZ,Doors Oil Brown METALDESK,Türen Öl Braun METALDESK
ZA.DRZ.MDK.PRGR,Doors Oak METALDESK,Türen Eiche METALDESK
OPL-100X210,Ash doors OPALANE,Türen aus Esche OPALANE
FOR.2X-100X210,Doors 100x210 Raw FOREST-2X,Türen 100x210 Roh FOREST-2X
FOR.2X-OL-100X210,Doors 100x210 Natural oil FOREST-2X,Türen 100x210 Naturöl FOREST-2X
FOR.2X-BR-100X210,Doors 100x210 Oil Brown FOREST-2X,Türen 100x210 Öl Braun FOREST-2X
SE.DRZ.2X.PRGR,Pine doors FOREST 2X,Türen aus Kiefer FOREST 2X
FOR.2Z-100X210,Doors 100x210 Raw FOREST-2Z,Türen 100x210 Roh FOREST-2Z
FOR.2Z-OL-100X210,Doors 100x210 Natural oil FOREST-2Z,Türen 100x210 Naturöl FOREST-2Z
FOR.2Z-BR-100X210,Doors 100x210 Oil Brown FOREST-2Z,Türen 100x210 Öl Braun FOREST-2Z
SE.DRZ.2Z.PRGR,Pine doors FOREST 2Z,Türen aus Kiefer FOREST 2Z
FOR.1X-OL-100X210,Doors 100x210 Natural oil FOREST-1X,Türen 100x210 Naturöl FOREST-1X
SE.DRZ.1X.PRGR,Pine doors FOREST 1X,Türen aus Kiefer FOREST 1X
FOR.1X-BR-100X210,Doors 100x210 Oil Brown FOREST-1X,Türen 100x210 Öl Braun FOREST-1X
FAB.2Z-WH-100X210,Door 100x210 Whisky FABRIC,Von 100x210 Whisky FABRIC
FAB.2Z-BRS-100X210,Doors 100x210 Brown Ragged FABRIC,Türen 100x210 Brown Ragged FABRIC
FAB.2Z-SZ-100X210,Doors 100x210 Grey FABRIC,Türen 100x210 Grau FABRIC
ZA.DRZ.2Z.PRGR,Pine doors FABRIC,Türen aus Kiefer FABRIC
ZA.DRZ.2X.PRGR,Pine doors FIXER,Türen aus Kiefer FIXER
LOF-WH-100X210,Door 100x210 Whisky LOFT,Von 100x210 Whisky LOFT
LOF-BR-100X210,Doors 100x210 Brown LOFT,Türen 100x210 Braun LOFT
LOF-SZ-100X210,Doors 100x210 Grey LOFT,Türen 100x210 Grau LOFT
ZA.DRZ.LOFT.PRGR,Pine doors LOFT,Türen aus Kiefer LOFT
MAS.1X-SZ-100X210,Door 100x210 Grey MASSIVE,Tür 100x210 Grau MASSIVE
ZA.DRZ.1XD.PRGR,Pine doors MASSIVE,Türen aus Kiefer MASSIVE
VIL.XM-SZ-100X210,Door 100x210 Grey VILLAGE,Tür 100x210 Grau VILLAGE
ZA.DRZ.XM.PRGR,Pine doors VILLAGE,Türen aus Kiefer VILLAGE
ZET.1Z-BRS-100X210,Doors 100x210 Brown Ragged ZET,Türen 100x210 Brown Ragged ZET
ZET.1Z-SZ-100X210,Doors Grey ZET 100X210,Türen Grau ZET 100X210
ZA.DRZ.1ZS.PRGR,Pine doors ZET,Türen aus Kiefer ZET
IND-100X210,Door 100x210 INDUSTRIAL,Von 100x210 INDUSTRIAL
IND.D-100X210,Door 100x210 INDUSTRIAL DUO,Von 100x210 INDUSTRIAL DUO
RUS-100X210,Doors RUSTY METAL,Türen RUSTY METAL
RUS.D-100X210,Door 100x210 RUSTY METAL DUO,Von 100x210 RUSTY METAL DUO
AD011,Product,Produkt
AD090,Product,Produkt
AD017,Bedside table SARA 1,Nachttisch SARA 1
AD190,Product,Produkt
AD012,Product,Produkt
AD010,Ława SARA 1,Ława SARA 1
AD013,Product,Produkt
AD020,Product,Produkt
AD006,Product,Produkt
AD056,Product,Produkt
AD032,Product,Produkt
AD043,Product,Produkt
AD014,Console SARA 1,Konsole SARA 1
AD019,Product,Produkt
AD023,Product,Produkt
AD022,Chest of Drawers SARA 5,Kommode mit Schubladen SARA 5
AD007,Product,Produkt
AD040,Product,Produkt
AD025,Product,Produkt
AD009,Table SARA 1,Tabelle SARA 1
AD016A-PB,Bed 90x200 SARA 2,Bett 90x200 SARA 2
AD026,Cabinet RTV SARA 2,Kabinett RTV SARA 2
AD003,Product,Produkt
AD042-9,Product,Produkt
AD027,Product,Produkt
AD008 ,Product,Produkt
AD041,Product,Produkt
AD176,Product,Produkt
AD126,Product,Produkt
AD016B-PB,Bed 140x200 SARA 2,Bett 140x200 SARA 2
AD058,Product,Produkt
AD046,Product,Produkt
AD030,Product,Produkt
AD039,Product,Produkt
AD016C-PB,Bed 160x200 SARA 2,Bett 160x200 SARA 2
AD015,Product,Produkt
AD018,Website SARA 2,Website SARA 2
AD033,Chest of Drawers SARA 11,Kommode mit Schubladen SARA 11
AD004,Product,Produkt
AD021,Tall chest of drawers SARA 15,Hohe Kommode SARA 15
AD045,Product,Produkt
AD016D-PB,Bed 180x200 SARA 2,Bett 180x200 SARA 2
AD002,Website SARA 1,Website SARA 1
AD001,Product,Produkt
AD047,Product,Produkt
AD057,Product,Produkt
AD024,Cabinet SARA 1,Kabinett SARA 1
AD034,Product,Produkt
AD035,Credentials SARA 2,Berechtigungsnachweise SARA 2
AD036,Product,Produkt
ad028,Product,Produkt
AD037,Credentials SARA 4,Berechtigungsnachweise SARA 4
AD048,Cabinet SARA 6,Kabinett SARA 6
AD029,Product,Produkt
AD038,Product,Produkt
AD049,Product,Produkt
IN.70092,Metal plate HOT-DOG BEST,Metallplatte HOT-DOG BEST
ZA.KOL.11-C,Wheel 100mm Black HUGO,Rad 100mm Schwarz HUGO
ZA.KOL.11-ST,Wheel 100mm Steel HUGO,Rad 100mm Stahl HUGO
ZA.KOL.11.PRGR,Furniture castors HUGO,Möbel-Rollen HUGO
ZA.K05-C10-75,Wheel 75mm Solid Black TADEK,Rad 75mm Massiv Schwarz TADEK
ZA.K05-S10-75,Wheel 75mm Solid Steel TADEK,Rad 75mm Vollstahl TADEK
ZA.K06-C10-120,Wheel 120mm Solid Black TADEK,Rad 120mm Massiv Schwarz TADEK
ZA.K07-C10-200,Wheel 200mm Solid Black TADEK,Rad 200mm Massiv Schwarz TADEK
ZA.K06-S10-120,Wheel 120mm Solid Steel TADEK,Rad 120mm Vollstahl TADEK
ZA.K07-S10-200,Wheel 200mm Solid Steel TADEK,Rad 200mm Vollstahl TADEK
ZA.029-C10-120,120mm Through-Hole Wheel Black TADEK,120mm Durchgangslochrad Schwarz TADEK
ZA.029-S10-120,120mm Through Steel Wheel TADEK,120 mm durchgehendes Stahlrad TADEK
ZA.029-C10-200,Wheel 200mm Through - Black TADEK,Rad 200mm durchgehend - Schwarz TADEK
ZA.029-S10-200,200mm Through Steel Wheel TADEK,200mm durchgehendes Stahlrad TADEK
ZA.029.PRGR,Pass-through furniture castors TADEK,Möbel-Durchlaufrollen TADEK
ZA.K07.PRGR,Solid furniture castors TADEK,Solide Möbelrollen TADEK
ZA.KOL.12-ST,Castor 115mm Steel KACPER,Lenkrolle 115mm Stahl KACPER
ZA.KOL.12-C,Wheel 115mm Black KACPER,Rad 115mm Schwarz KACPER
ZA.KOL.12.PRGR,Pass-through furniture castors KACPER,Möbel-Durchlaufrollen KACPER
ZA.K30.S10.120,140mm Steel wheel GERALT,140mm Stahlrad GERALT
ZA.K30.C10.120,Wheel 140mm Black GERALT,Rad 140mm Schwarz GERALT
ZA.K30.PRGR,Pass-through furniture castors GERALT,Möbel-Durchlaufrollen GERALT
70.464.AI.75,Wheel 65mm Steel BORYS,Rad 65mm Stahl BORYS
ZA.KOL.10-C,Wheel 100mm Through - Black REMEK,Rad 100mm durchgehend - Schwarz REMEK
ZA.KOL.10-ST,Wheel 100mm Through Steel REMEK,Rad 100mm durch Stahl REMEK
ZA.KOL.10.PRGR,Pass-through furniture castors REMEK,Möbel-Durchlaufrollen REMEK
70.464A.AI.75,Wheel 65mm Steel IREK,Rad 65mm Stahl IREK
AG.15421,Hinge arm 400mm Black ESCUADRA,Scharnierarm 400mm Schwarz ESCUADRA
AG.15.PRGR,Belt hinge arm ESCUADRA,Bandgelenkarm ESCUADRA
AG.7040-400,External hinge arm 400mm Black ESCUADRA,Externer Scharnierarm 400mm Schwarz ESCUADRA
AG.15400,External hinge arm 250mm Black ESCUADRA,Externer Scharnierarm 250mm Schwarz ESCUADRA
AG.15400.PRGR,Outer arms of belt hinges ESCUADRA,Äußere Arme der Bandscharniere ESCUADRA
AG.15412,Hinge arm 250mm Black GOTICA,Scharnierarm 250mm Schwarz GOTICA
AG.15415,Hinge arm 400mm Black GOTICA,Scharnierarm 400mm Schwarz GOTICA
AG.154.PRGR,Belt hinge arms GOTICA,Bandgelenkarme GOTICA
AG.15406,External hinge arm 250mm Black GOTICA,Externer Scharnierarm 250mm Schwarz GOTICA
AG.15409,External hinge arm 400mm Black GOTICA,Externer Scharnierarm 400mm Schwarz GOTICA
AG.1540.PRGR,Outer arms of belt hinges GOTICA,Äußere Arme der Bandscharniere GOTICA
AG.550-100,Hinge 100mm TYPU T,Scharnier 100mm TYPU T
AG.550-130,Hinge 130mm Black TYPU T,Scharnier 130mm Schwarz TYPU T
AG.550-150,Hinge 150mm Black TYPU T,Scharnier 150mm Schwarz TYPU T
AG.550-175,Hinge 175mm Black TYPU T,Scharnier 175mm Schwarz TYPU T
AG.550-200,Hinge 200mm Black TYPU T,Scharnier 200mm Schwarz TYPU T
AG.4876,Hinge 250mm Black TYPU T,Scharnier 250mm Schwarz TYPU T
AG.550-300,Hinge 300mm Black TYPU T,Scharnier 300mm Schwarz TYPU T
AG.550.PRGR,Hinge TYPU T,Hinge TYPU T
AG.15911,Belt hinge pin Black GOTICA 1,Scharnierbolzen Schwarz GOTICA 1
AG.15913,Belt hinge pin Black GOTICA 2,Scharnierbolzen Schwarz GOTICA 2
AG.15913.PRGR,Belt hinge pins GOTICA,Bandscharnierstifte GOTICA
AG.15440,Hinge Large REMIK,Scharnier Groß REMIK
01.335.AI.105,Steel hinge SPRĘŻYNOWY,Stahlscharnier SPRĘŻYNOWY
AG.19178,Hinge 120mm Gold FANER,Scharnier 120mm Gold FANER
AG.19177,Hinge 90mm Gold FANER,Scharnier 90mm Gold FANER
AG.19178.PRGR,Hinges FANER ZŁOTY,Hinges FANER ZŁOTY
AG.554-150,Hinge 150mm Black FANER SZEROKI,Scharnier 150mm Schwarz FANER SZEROKI
AG.554-200,Hinge 200mm Black FANER SZEROKI,Scharnier 200mm Schwarz FANER SZEROKI
AG.554-250,Hinge 250mm Black FANER SZEROKI,Scharnier 250mm Schwarz FANER SZEROKI
AG.6420,Hinge 300mm Black FANER SZEROKI,Scharnier 300mm Schwarz FANER SZEROKI
AG.554-400,Hinge 400mm Black FANER SZEROKI,Scharnier 400mm Schwarz FANER SZEROKI
AG.554.PRGR,Hinges FANER SZEROKI,Hinges FANER SZEROKI
03.323.HF.300,Hinge 300mm Black KRAWAT Z GROTEM,Scharnier 300mm Schwarz KRAWAT Z GROTEM
49.323.HFB.360,Hinge 350mm Black KRAWAT Z GROTEM,Scharnier 350mm Schwarz KRAWAT Z GROTEM
49.323.HFB.400,Hinge 400mm Black KRAWAT Z GROTEM,Scharnier 400mm Schwarz KRAWAT Z GROTEM
49.323.HFB.PRGR,Hinges KRAWAT Z GROTEM,Hinges KRAWAT Z GROTEM
49.322A.HFB.100,Hinge 100mm Black KRAWAT,Scharnier 100mm Schwarz KRAWAT
49.322A.HFB.150,Hinge 150mm Black KRAWAT,Scharnier 150mm Schwarz KRAWAT
49.322A.HFB.250,Hinge 250mm Black KRAWAT,Scharnier 250mm Schwarz KRAWAT
49.322A.HFB.300,Hinge 300mm Black KRAWAT,Scharnier 300mm Schwarz KRAWAT
ZA.T3-S10,Upholstered steel hocker INDUSTRIAL 4,Gepolstertes Stahlhocker INDUSTRIAL 4
49.322A.HFB.380,Hinge 380mm Black KRAWAT,Scharnier 380mm Schwarz KRAWAT
49.322A.HFB.400,Hinge 400mm Black KRAWAT,Scharnier 400mm Schwarz KRAWAT
49.322A.HFB.PRGR,Hinges KRAWAT,Hinges KRAWAT
ZA.T3-PRGR,Upholstered barstools INDUASTRIAL 4,Barhocker gepolstert INDUASTRIAL 4
AG.516-3,Hinge Black CHESTER LEWY,Scharnier Schwarz CHESTER LEWY
AG.516-2,Hinge Black CHESTER PRAWY,Scharnier Schwarz CHESTER PRAWY
AG.516.PRGR,Hinges CHESTER,Hinges CHESTER
AG.18896,Hinge 100mm Black CZOŁOWY,Scharnier 100mm Schwarz CZOŁOWY
AG.18909,Hinge 95mm Black CZOŁOWY,Scharnier 95mm Schwarz CZOŁOWY
AG.15441,Hinge 55mm Black REMIK,Scharnier 55mm Schwarz REMIK
70.301A.AI.50,Steel hinge COUNTRY MAŁY,Stahlscharnier COUNTRY MAŁY
49.301A.CA.63,Steel hinge COUNTRY ŚREDNI,Stahlscharnier COUNTRY ŚREDNI
70.301A.PRGR,Hinges COUNTRY,Hinges COUNTRY
AG.553-60,Hinge 60mm Black FANER,Scharnier 60mm Schwarz FANER
AG.553-75,Hinge 75mm Black FANER,Scharnier 75mm Schwarz FANER
AG.553-100,Hinge 100mm Black FANER,Scharnier 100mm Schwarz FANER
AG.553-125,Hinge 125mm Black FANER,Scharnier 125mm Schwarz FANER
AG.553.PRGR,Hinges FANER,Hinges FANER
49.320.RU.100,Hinge GROTOWY RDZEWIONY,Hinge GROTOWY RDZEWIONY
03.304.AI.75L,Steel hinge NAKŁADANY LEWY,Stahlscharnier NAKŁADANY LEWY
03.304.AI.75R,Steel hinge NAKŁADANY PRAWY,Stahlscharnier NAKŁADANY PRAWY
03.304.AI.75.PRGR,Hinges NAKŁADANE,Hinges NAKŁADANE
30.320D.OB.135,Hinge 135mm Black RZEMYK,Scharnier 135mm Schwarz RZEMYK
03.320C.AI.180,Hinge 180mm Steel SKRZYNIOWY,Scharnier 180mm Stahl SKRZYNIOWY
AG.552-180,Hinge 180mm Black WĄSKI GROT,Scharnier 180mm Schwarz WĄSKI GROT
AG.552-240,Hinge 240mm Black WĄSKI GROT,Scharnier 240mm Schwarz WĄSKI GROT
AG.552.PRGR,Hinges WĄSKI GROT,Hinges WĄSKI GROT
03.321.ABW.90,Hinge 90x50mm Black TYPU H,Scharnier 90x50mm Schwarz TYPU H
70.321.AI.63,Hinge 60x45mm Steel TYPU H,Scharnier 60x45mm Stahl TYPU H
SE 311.56.43,Hinge 56x42mm Antique brass KUFERKA,Hinge 56x42mm Antique brass KUFERKA
SE 311.65.33,Hinge 65x33mm Antique brass KUFERKA,Hinge 65x33mm Antique brass KUFERKA
49.326D.AI.70,Hinge 70mm Steel ŻMIJKA,Scharnier 70mm Stahl ŻMIJKA
49.326D.AI.90,Hinge 90mm Steel ŻMIJKA,Scharnier 90mm Stahl ŻMIJKA
49.326D.RU.70,Hinge 70mm Rusted ŻMIJKA,Scharnier 70mm verrostet ŻMIJKA
49.326D.RU.90,Hinge 90mm Rusted ŻMIJKA,Scharnier 90mm verrostet ŻMIJKA
49.326D.PRGR,Hinges ŻMIJKA,Hinges ŻMIJKA
70.321.SBC.280,Hinge 280mm Black KOGUT,Scharnier 280mm Schwarz KOGUT
70.326.SEB.75,Hinge 45x70mm Black MEXICO,Scharnier 45x70mm Schwarz MEXICO
70.326.AI.85,Hinge MOTYLKOWY,Hinge MOTYLKOWY
48028.08500.27,Hinge 85x52mm Bronze RUSTYK,Hinge 85x52mm Bronze RUSTYK
ZA.KOBR-S10-75,90mm Steel wheel VITEK,90mm Stahlrad VITEK
SE.TY-02.NXTX,Handles OTTO 2,Griffe OTTO 2
AG.551-150,Hinge 150mm Black FANER,Scharnier 150mm Schwarz FANER
AG.551-120,Hinge 120mm Black FANER,Scharnier 120mm Schwarz FANER
AG.6127,Hinge 90mm Black FANER,Scharnier 90mm Schwarz FANER
AG.6127.PRGR,Hinges FANER WĄSKI,Hinges FANER WĄSKI
49.322A.HFB.360,Hinge 350mm Black KRAWAT,Scharnier 350mm Schwarz KRAWAT
48079.085D0.27,Right-hand hinge RUSTYK NAKŁADANY,Rechtsseitiges Scharnier RUSTYK NAKŁADANY
48079.PRGR,Hinges RUSTYK NAKŁADANY,Hinges RUSTYK NAKŁADANY
48080.085D.27,Right-hand hinge RUSTYK KĄTOWY NAKŁADANY,Rechtsseitiges Scharnier RUSTYK KĄTOWY NAKŁADANY
48080.08.PRGR,Hinges RUSTYK KĄTOWY NAKŁADANY,Hinges RUSTYK KĄTOWY NAKŁADANY
30.320D.O.PRGR,Hinges RZEMYK,Hinges RZEMYK
49.320C.AI.180,Hinge 180mm PROSTY,Scharnier 180mm PROSTY
ZA.WSP.2-CZ,Bracket 210x300 Black SALLY,Halterung 210x300 Schwarz SALLY
ZA.WSP.2-ST,Bracket 210x300 Steel SALLY,Halterung 210x300 Stahl SALLY
ZA.WSP.2.PRGR,Supports SALLY,Unterstützt SALLY
ZA.120-C10-150,Bracket 150x100 Black WIERA,Halterung 150x100 Schwarz WIERA
ZA.120-S10-150,Bracket 150x100 Steel WIERA,Halterung 150x100 Stahl WIERA
ZA.120-S10-150.PRGR,Supports WIERA,Unterstützt WIERA
ZA.120-C10-200,Bracket 200x150 Black WIERA,Halterung 200x150 Schwarz WIERA
ZA.120-S10-200,Bracket 200x150 Steel WIERA,Halterung 200x150 Stahl WIERA
70.072.AI.100,Bracket 100x100 Steel SZUBIA,Halterung 100x100 Stahl SZUBIA
70.068.AI.100,Bracket 100x200 Steel SZUBIA,Halterung 100x200 Stahl SZUBIA
70.072.AI.125,Bracket 130x130 Steel SZUBIA,Halterung 130x130 Stahl SZUBIA
70.072.AI.150,Bracket 150x150 Steel SZUBIA,Halterung 150x150 Stahl SZUBIA
03.070C.AI.203,Bracket 210x220 Steel SZUBIA,Halterung 210x220 Stahl SZUBIA
70.072.AI.SZ.PRGR,Supports SZUBIA,Unterstützt SZUBIA
AG.8837,Bracket 150x125 Black SORIA,Halterung 150x125 Schwarz SORIA
AG.8838,Bracket 200x150 Black SORIA,Halterung 200x150 Schwarz SORIA
AG.883.PRGR,Hinges SORIA,Hinges SORIA
2G11203Z.50,Bracket 190x150 Steel ROMA,Halterung 190x150 Stahl ROMA
2G11202Z.50,Bracket 230x190 Steel ROMA,Halterung 230x190 Stahl ROMA
2G11202Z.PRGR,Supports ROMA,Unterstützt ROMA
70.070.AI.75,Bracket 80x75 Steel PROSTI,Halterung 80x75 Stahl PROSTI
70.070S.AI.125,Bracket 125x125 Steel PROSTI,Halterung 125x125 Stahl PROSTI
70.070S.AI.155,Bracket 155x155 Steel PROSTI,Halterung 155x155 Stahl PROSTI
70.070S.AI.PRGR,Supports PROSTI,Unterstützt PROSTI
GI.035A22229-S10,Bracket 265x265 Steel ORNAMENT,Halterung 265x265 Stahl ORNAMENT
GI.035A22229.PRGR,Supports ORNAMENT,Unterstützt ORNAMENT
ZA.WSP.1-ST,Bracket 215x120 Steel MILO,Halterung 215x120 Stahl MILO
ZA.WSP.1-CZ,Bracket 215x120 Black MILO,Halterung 215x120 Schwarz MILO
ZA.WSP.1.PRGR,Supports MILO,Unterstützt MILO
ZA.121-C10-160,Bracket 20x150 Black KARINA,Halterung 20x150 Schwarz KARINA
ZA.121-S10-160,Bracket 20x150 Steel KARINA,Halterung 20x150 Stahl KARINA
ZA.121-C10-210,Bracket 20x200 Black KARINA,Halterung 20x200 Schwarz KARINA
ZA.121-S10-210,Bracket 20x200 Steel KARINA,Halterung 20x200 Stahl KARINA
ZA.131-C10-160,Bracket 40x150 Black KARINA,Halterung 40x150 Schwarz KARINA
ZA.131-S10-160,Bracket 40x150 Steel KARINA,Halterung 40x150 Stahl KARINA
ZA.131-C10-210,Bracket 40x200 Black KARINA,Halterung 40x200 Schwarz KARINA
ZA.131-S10-210,Bracket 40x200 Steel KARINA,Halterung 40x200 Stahl KARINA
ZA.131-S10.PRGR,Supports KARINA,Unterstützt KARINA
70.648.AI.230.140,Bracket 140x230 Steel INES,Halterung 140x230 Stahl INES
70.648.AI.230.180,Bracket 180x230 Steel INES,Halterung 180x230 Stahl INES
70.648.AI.PRGR,Supports INES,Unterstützt INES
70.070A.AI.125,Bracket 150x125 Steel LILIANA,Halterung 150x125 Stahl LILIANA
70.070A.AI.250,Bracket 260x250 Steel LILIANA,Halterung 260x250 Stahl LILIANA
70.070A.AI.PRGR,Supports LILIANA,Unterstützt LILIANA
70.070F.AI.125,Bracket 130x130 Steel GRAWEROWANY,Halterung 130x130 Stahl GRAWEROWANY
70.070F.AI.150,Bracket 155x155 Steel GRAWEROWANY,Halterung 155x155 Stahl GRAWEROWANY
70.070F.AI.PRGR,Supports GRAWEROWANE,Unterstützt GRAWEROWANE
70.070E.AI.125,Bracket 125x125 Steel GNER,Halterung 125x125 Stahl GNER
70.070E.AI.180,Bracket 195x180 Steel GNER,Halterung 195x180 Stahl GNER
70.070E.AI.PRGR,Supports GNER,Unterstützt GNER
01.076T.AI.100,Bracket 105x60 Steel DUET,Halterung 105x60 Stahl DUET
01.076T.AI.200,Bracket 205x60 Steel DUET,Halterung 205x60 Stahl DUET
01.076T.AI.PRGR,Supports DUET,Unterstützt DUET
